ISIN,MarketValue,Currency
XS1048568452,8347,EUR
XS1048589458,26829,EUR
XS1050454682,128154,EUR
XS1050461034,22317,EUR
XS1050547857,401777,EUR
XS1050842423,715768,EUR
XS1050846507,69450,EUR
XS1051003538,10642,EUR
XS1051076922,291427,EUR
XS1052677892,96293,EUR
XS1054522922,5459,EUR
XS1054528457,350023,EUR
XS1055241373,12989,EUR
XS1056202762,21702,EUR
XS1057478023,78605,EUR
XS1057486471,12611,EUR
XS1057659838,217644,EUR
XS1057783174,84294,EUR
XS1057841980,21042,EUR
XS1061043797,378362,EUR
XS1061608300,25025,EUR
XS1061697568,104041,EUR
XS1061714165,343945,EUR
XS1064100115,126234,EUR
XS1064882316,6293,EUR
XS1066312395,216443,EUR
XS1068871448,103582,EUR
XS1068874970,339705,EUR
XS1069439740,5668,EUR
XS1069521083,578647,EUR
XS1069522057,109891,EUR
XS1069539291,579519,EUR
XS1069549761,7288,EUR
XS1069772082,8991,EUR
XS1069836077,35705,EUR
XS1070075988,170976,EUR
XS1070100257,212210,EUR
XS1070363343,12947,EUR
XS1071713470,412742,EUR
XS1072438366,883871,EUR
XS1072516690,198517,EUR
XS1072796870,15833,EUR
XS1074055770,511708,EUR
XS1074144871,870991,EUR
XS1074382893,672294,EUR
XS1074396927,10477,EUR
XS1074935229,13461,EUR
XS1075218799,543225,EUR
XS1075312626,89860,EUR
XS1075430741,145273,EUR
XS1075995768,274068,EUR
XS1076018131,755980,EUR
XS1076018305,586002,EUR
XS1076781589,108896,EUR
XS1077088984,319932,EUR
XS1077629225,7700,EUR
XS1077631635,163855,EUR
XS1077772538,6455,EUR
XS1077882121,391078,EUR
XS1077882394,1451610,EUR
XS1078022826,355374,EUR
XS1078218218,185336,EUR
XS1079726334,467035,EUR
XS1080036269,128177,EUR
XS1080163964,28017,EUR
XS1080343277,10686,EUR
XS1081100239,859939,EUR
XS1082660744,13336,EUR
XS1082661551,38289,EUR
XS1084024584,43990,EUR
XS1084563615,27171,EUR
XS1084568762,10567,EUR
XS1084942470,1210301,EUR
XS1087783343,154614,EUR
XS1087816374,140042,EUR
XS1087819634,7228,EUR
XS1087831688,79651,EUR
XS1088274672,70434,EUR
XS1088515207,11127,EUR
XS1090449627,199413,EUR
XS1090450047,78231,EUR
XS1091654761,37787,EUR
XS1091770161,40628,EUR
XS1105680703,246879,EUR
XS1107266782,85908,EUR
XS1107727007,525786,EUR
XS1107731702,369191,EUR
XS1107890763,155023,EUR
XS1108679645,117523,EUR
XS1109741246,15564,EUR
XS1109795176,18016,EUR
XS1109802303,268854,EUR
XS1109802568,88155,EUR
XS1109836038,15770,EUR
XS1110299036,104403,EUR
XS1110430193,10028,EUR
XS1110449458,325346,EUR
XS1110558407,5185,EUR
XS1111559685,52519,EUR
XS1111559768,392638,EUR
XS1111559925,999674,EUR
XS1112184715,90223,EUR
XS1112678559,336636,EUR
XS1112678989,13486,EUR
XS1112829947,265599,EUR
XS1112850125,13406,EUR
XS1114159277,357264,EUR
XS1114452060,13413,EUR
XS1114473579,1073011,EUR
XS1114477133,120665,EUR
XS1115200468,345889,EUR
XS1115208107,6436,EUR
XS1115479559,351968,EUR
XS1115800655,10494,EUR
XS1116263325,364557,EUR
XS1116480697,50804,EUR
XS1117292984,24994,EUR
XS1117293107,33723,EUR
XS1117296035,851635,EUR
XS1117296209,32986,EUR
XS1117297603,17586,EUR
XS1117298163,13082,EUR
XS1117298247,37696,EUR
XS1117298759,6411,EUR
XS1117300837,25949,EUR
XS1118586244,144813,EUR
XS1121177338,104743,EUR
XS1121919333,391645,EUR
XS1125546454,37978,EUR
XS1128148845,211931,EUR
XS1128224703,211168,EUR
XS1129875255,25725,EUR
XS1130066175,35960,EUR
XS1130067140,115521,EUR
XS1130101931,37927,EUR
XS1130487868,38647,EUR
XS1130507053,26273,EUR
XS1130526780,25262,EUR
XS1132135747,188064,EUR
XS1132335248,288789,EUR
XS1132402709,33662,EUR
XS1132790442,104890,EUR
XS1134003661,167413,EUR
XS1134541306,241566,EUR
XS1134729794,37264,EUR
XS1134758116,154522,EUR
XS1135224290,170600,EUR
XS1135276332,155995,EUR
XS1135277140,332774,EUR
XS1135309794,77670,EUR
XS1135334800,174926,EUR
XS1135549167,126408,EUR
XS1135782628,25382,EUR
XS1136227094,309008,EUR
XS1137512742,38028,EUR
XS1137550676,239518,EUR
XS1138360166,116590,EUR
XS1139091372,140462,EUR
XS1139315581,197740,EUR
XS1139320151,258298,EUR
XS1139688268,202186,EUR
XS1140054526,707552,EUR
XS1140300663,137541,EUR
XS1141810991,11138,EUR
XS1141969912,7743,EUR
XS1143001102,25258,EUR
XS1143163183,301493,EUR
XS1143486865,115098,EUR
XS1143502901,280204,EUR
XS1143916465,144790,EUR
XS1144086110,25950,EUR
XS1144088165,342508,EUR
XS1144844583,78651,EUR
XS1145855646,25282,EUR
XS1146286205,144199,EUR
XS1147528431,25407,EUR
XS1147600305,274072,EUR
XS1147605791,259820,EUR
XS1148073205,270234,EUR
XS1149938240,6460,EUR
XS1150437579,10558,EUR
XS1152338072,10437,EUR
XS1155697243,10278,EUR
XS1165754851,1276584,EUR
XS1165756633,582175,EUR
XS1166201035,88098,EUR
XS1167308128,5445,EUR
XS1167352613,13125,EUR
XS1167644407,136994,EUR
XS1167667283,1012591,EUR
XS1168971213,25460,EUR
XS1169199152,272239,EUR
XS1169353254,9778,EUR
XS1169832810,44840,EUR
XS1169920193,11424,EUR
XS1170079443,2487,EUR
XS1170787797,69942,EUR
XS1171489393,10274,EUR
XS1172559566,103701,EUR
XS1172947902,120742,EUR
XS1172951508,460721,EUR
XS1173616753,77012,EUR
XS1173792059,417919,EUR
XS1173845436,121217,EUR
XS1174211471,38877,EUR
XS1174469137,571082,EUR
XS1174472511,493567,EUR
XS1175813655,25415,EUR
XS1176079843,15731,EUR
XS1176787254,25144,EUR
XS1178105851,102205,EUR
XS1178970106,23002,EUR
XS1179916017,12426,EUR
XS1180130939,774456,EUR
XS1180256528,727611,EUR
XS1180451657,394270,EUR
XS1181246775,5137,EUR
XS1181448561,778101,EUR
XS1185597975,54165,EUR
XS1186176571,274833,EUR
XS1186684137,993423,EUR
XS1186987035,221586,EUR
XS1188081936,848029,EUR
XS1190624038,296974,EUR
XS1190624111,77693,EUR
XS1190624202,531998,EUR
XS1190632999,5189,EUR
XS1190974011,695140,EUR
XS1191309720,862745,EUR
XS1191877452,542980,EUR
XS1193213953,117794,EUR
XS1195201931,409110,EUR
XS1195202822,162566,EUR
XS1196173089,12910,EUR
XS1196380031,182110,EUR
XS1196405556,51262,EUR
XS1196503137,320780,EUR
XS1196713298,10455,EUR
XS1196797614,153817,EUR
XS1196817586,190760,EUR
XS1197269647,5422,EUR
XS1197270819,76542,EUR
XS1197273755,411103,EUR
XS1197351577,19977,EUR
XS1197775692,204763,EUR
XS1197833053,381003,EUR
XS1197833137,691105,EUR
XS1198115898,73916,EUR
XS1198117670,152169,EUR
XS1199650638,25235,EUR
XS1199954691,118881,EUR
XS1199964575,12569,EUR
XS1200103361,8873,EUR
XS1200670955,306877,EUR
XS1200679071,257092,EUR
XS1200679667,447066,EUR
XS1200845003,7625,EUR
XS1201001572,261955,EUR
XS1202213291,12614,EUR
XS1202846819,12264,EUR
XS1202849086,61116,EUR
XS1203851941,277952,EUR
XS1203854960,98261,EUR
XS1203859415,64981,EUR
XS1203859928,97489,EUR
XS1203860934,120507,EUR
XS1203941775,24580,EUR
XS1204140971,319974,EUR
XS1204272709,16683,EUR
XS1204434028,21691,EUR
XS1205548164,57798,EUR
XS1205616268,310925,EUR
XS1205616698,25321,EUR
XS1205619288,15597,EUR
XS1206411230,128846,EUR
XS1206541366,120855,EUR
XS1207005023,64455,EUR
XS1207058733,21289,EUR
XS1207079499,574301,EUR
XS1207450005,122469,EUR
XS1207683522,879429,EUR
XS1208436219,195762,EUR
XS1209031019,50659,EUR
XS1209863254,25564,EUR
XS1211044075,299460,EUR
XS1212467911,164450,EUR
XS1212668062,5122,EUR
XS1213831362,25585,EUR
XS1215181980,89418,EUR
XS1216020161,14316,EUR
XS1216647716,62678,EUR
XS1217882171,7975,EUR
XS1218287230,318027,EUR
XS1218319702,41614,EUR
XS1218363270,367877,EUR
XS1218821756,7052,EUR
XS1219465728,23438,EUR
XS1219499032,5015,EUR
XS1219642441,5624,EUR
XS1220083551,73034,EUR
XS1220886938,212164,EUR
XS1220923996,50533,EUR
XS1221105759,12612,EUR
XS1221967042,63689,EUR
XS1222591023,7546,EUR
XS1223837250,176589,EUR
XS1223842847,182315,EUR
XS1224445202,240712,EUR
XS1224710399,14961,EUR
XS1224955408,50564,EUR
XS1225180949,50847,EUR
XS1225626461,12691,EUR
XS1226748439,12841,EUR
XS1226748512,456650,EUR
XS1227287221,12699,EUR
XS1232098001,6728,EUR
XS1233299459,103246,EUR
XS1234370127,12978,EUR
XS1234373733,103691,EUR
XS1234953906,324654,EUR
XS1237271421,168492,EUR
XS1238900515,49374,EUR
XS1238902057,94266,EUR
XS1238991480,26563,EUR
XS1239502328,20802,EUR
XS1239586594,256521,EUR
XS1240750767,10411,EUR
XS1240751229,354511,EUR
XS1240964483,83622,EUR
XS1241577490,64893,EUR
XS1241581096,79798,EUR
XS1241947768,63951,EUR
XS1242327168,24824,EUR
XS1242413679,9756,EUR
XS1243251375,10643,EUR
XS1245290181,365135,EUR
XS1245292807,90822,EUR
XS1246658501,25988,EUR
XS1246732249,82059,EUR
XS1247796185,12323,EUR
XS1250034276,5059,EUR
XS1250867642,12885,EUR
XS1251078009,2864,EUR
XS1253955469,2625,EUR
XS1254428896,221354,EUR
XS1255435965,6980,EUR
XS1255436005,4523,EUR
XS1255436187,470323,EUR
XS1258496790,89344,EUR
XS1265805090,18297,EUR
XS1265810686,12792,EUR
XS1265917481,10511,EUR
XS1266592457,18347,EUR
XS1266734349,7704,EUR
XS1268460885,25410,EUR
XS1273452281,230510,EUR
XS1278126245,118086,EUR
XS1284570626,23653,EUR
XS1284576581,12673,EUR
XS1287931601,152662,EUR
XS1288335521,13213,EUR
XS1288342659,13031,EUR
XS1288858548,8010,EUR
XS1288894691,106307,EUR
XS1288903278,5931,EUR
XS1289209436,268870,EUR
XS1290654513,127898,EUR
XS1290729208,104522,EUR
XS1290850707,141206,EUR
XS1291448824,7869,EUR
XS1292352843,473843,EUR
XS1292384960,11980,EUR
XS1292389415,953314,EUR
XS1292468045,478662,EUR
XS1292468987,353503,EUR
XS1293495229,258267,EUR
XS1293505639,8161,EUR
XS1294342792,81136,EUR
XS1294343337,8663,EUR
XS1298431799,556308,EUR
XS1301052202,61820,EUR
XS1307369717,5000,EUR
XS1308351714,12871,EUR
XS1308693867,236493,EUR
XS1309436753,13570,EUR
XS1309518998,92838,EUR
XS1309529680,132022,EUR
XS1310053936,12801,EUR
XS1310493744,9132,EUR
XS1310934382,548437,EUR
XS1312011684,25674,EUR
XS1314150878,103369,EUR
XS1315101011,13158,EUR
XS1316420089,797346,EUR
XS1317296421,16012,EUR
XS1317305198,26326,EUR
XS1317439559,3929,EUR
XS1317732771,51069,EUR
XS1318364731,38533,EUR
XS1319652902,87799,EUR
XS1319814064,8879,EUR
XS1319820541,75797,EUR
XS1321974740,262543,EUR
XS1323463726,213972,EUR
XS1323897725,39250,EUR
XS1324916151,25417,EUR
XS1325078308,147988,EUR
XS1325645825,105920,EUR
XS1326311070,10531,EUR
XS1327028459,760406,EUR
XS1327504087,14849,EUR
XS1329784505,186646,EUR
XS1330300341,6967,EUR
XS1330948818,12947,EUR
XS1330978567,29871,EUR
XS1331941853,420406,EUR
XS1333139746,15277,EUR
XS1333193875,7530,EUR
XS1333702691,17010,EUR
XS1334248223,12198,EUR
XS1342516629,7380,EUR
XS1344751968,104292,EUR
XS1346228577,5354,EUR
XS1346695437,7851,EUR
XS1346872580,26530,EUR
XS1357027652,252757,EUR
XS1361115402,12996,EUR
XS1361301457,3288,EUR
XS1362373224,675877,EUR
XS1363560977,15541,EUR
XS1366026919,326542,EUR
XS1366791124,273964,EUR
XS1368470156,16270,EUR
XS1369250755,883166,EUR
XS1369278251,91091,EUR
XS1369278764,79779,EUR
XS1369280315,37956,EUR
XS1370695477,7828,EUR
XS1371532547,38228,EUR
XS1372839214,105005,EUR
XS1373131546,537547,EUR
XS1375841159,13470,EUR
XS1375841233,25724,EUR
XS1375955678,233064,EUR
XS1377679961,126648,EUR
XS1377680381,15009,EUR
XS1377682676,53237,EUR
XS1377745937,78120,EUR
XS1378780891,8062,EUR
XS1378895954,339754,EUR
XS1379122101,571534,EUR
XS1379122523,672838,EUR
XS1379158048,8106,EUR
XS1379171140,7830,EUR
XS1379182006,531944,EUR
XS1379184473,497681,EUR
XS1380328259,127584,EUR
XS1380334224,327709,EUR
XS1380416542,150021,EUR
XS1382368113,262393,EUR
XS1382385471,131601,EUR
XS1382791975,70685,EUR
XS1382792197,101389,EUR
XS1383389670,179345,EUR
XS1384064587,7910,EUR
XS1384262389,972494,EUR
XS1384278203,16440,EUR
XS1385051112,72685,EUR
XS1386139841,128521,EUR
XS1388625425,5443,EUR
XS1388864503,1111826,EUR
XS1389220655,256152,EUR
XS1390245329,7189,EUR
XS1391085740,238955,EUR
XS1391086987,37852,EUR
XS1391589626,50851,EUR
XS1391625289,12531,EUR
XS1392459381,26285,EUR
XS1394103789,22122,EUR
XS1394181157,177570,EUR
XS1394791492,112384,EUR
XS1395004408,5190,EUR
XS1395021089,25458,EUR
XS1395180802,39521,EUR
XS1396285279,126814,EUR
XS1396367911,52847,EUR
XS1396763192,20257,EUR
XS1396767854,50007,EUR
XS1397134609,12384,EUR
XS1398476793,12564,EUR
XS1400165350,50318,EUR
XS1400169931,1308258,EUR
XS1400707771,16975,EUR
XS1401105587,53353,EUR
XS1401114811,8103,EUR
XS1401174633,12480,EUR
XS1401196958,81030,EUR
XS1401324972,19073,EUR
XS1402177601,206464,EUR
XS1402921412,766008,EUR
XS1403015156,160173,EUR
XS1403263723,17849,EUR
XS1403264291,243637,EUR
XS1403416222,295033,EUR
XS1403499848,422182,EUR
XS1403619411,741342,EUR
XS1403685636,135861,EUR
XS1405762805,104217,EUR
XS1405763019,10471,EUR
XS1405765659,20220,EUR
XS1405765733,12303,EUR
XS1405765907,19994,EUR
XS1405766202,11833,EUR
XS1405766467,100800,EUR
XS1405766624,573260,EUR
XS1405766897,174742,EUR
XS1405775534,449843,EUR
XS1405777316,11599,EUR
XS1405780617,154928,EUR
XS1405780963,217675,EUR
XS1405782316,13939,EUR
XS1405782407,12763,EUR
XS1405784015,125121,EUR
XS1406669553,23111,EUR
XS1408317433,43070,EUR
XS1408421763,47899,EUR
XS1409362784,139104,EUR
XS1409497283,4954,EUR
XS1410417544,25244,EUR
XS1411401083,7642,EUR
XS1411403709,32021,EUR
XS1411404426,595936,EUR
XS1411404855,37650,EUR
XS1411405662,53628,EUR
XS1411535286,9868,EUR
XS1412266816,126354,EUR
XS1412266907,665439,EUR
XS1412417617,25583,EUR
XS1413583839,13192,EUR
XS1414136512,210945,EUR
XS1415366720,7825,EUR
XS1415535183,28192,EUR
XS1415535696,64224,EUR
XS1418774706,52504,EUR
XS1418788599,103479,EUR
XS1418849482,186985,EUR
XS1419636862,15249,EUR
XS1419661118,3810,EUR
XS1419664997,39705,EUR
XS1419869885,17962,EUR
XS1420337633,51540,EUR
XS1420379551,575870,EUR
XS1421827269,199452,EUR
XS1421915049,77396,EUR
XS1422841202,16604,EUR
XS1422919594,17320,EUR
XS1424730973,12777,EUR
XS1425199848,5077,EUR
XS1425274484,26586,EUR
XS1428769738,6543,EUR
XS1428773763,217038,EUR
XS1428782160,801224,EUR
XS1428953407,410863,EUR
XS1429528588,19190,EUR
XS1429673327,53825,EUR
XS1432384664,94462,EUR
XS1432395785,11520,EUR
XS1432593660,88402,EUR
XS1434560642,28168,EUR
XS1435300519,51427,EUR
XS1435774903,454124,EUR
XS1436943309,5330,EUR
XS1439749109,73975,EUR
XS1439749281,4238,EUR
XS1439749364,60043,EUR
XS1440976535,12476,EUR
XS1441837546,119684,EUR
XS1443997223,215571,EUR
XS1443997819,229491,EUR
XS1446746189,63263,EUR
XS1449707055,98422,EUR
XS1456422135,147103,EUR
XS1456455572,25094,EUR
XS1457608013,9904,EUR
XS1457608286,370092,EUR
XS1458405898,11024,EUR
XS1458408561,566247,EUR
XS1458413728,3590,EUR
XS1458458665,934019,EUR
XS1459821036,11174,EUR
XS1463043973,87731,EUR
XS1463101680,190570,EUR
XS1468525057,15520,EUR
XS1468538035,16463,EUR
XS1468662801,13364,EUR
XS1470601656,258349,EUR
XS1476654238,27109,EUR
XS1476654584,188337,EUR
XS1482554075,48675,EUR
XS1482736185,61031,EUR
XS1485533431,305350,EUR
XS1485596511,97214,EUR
XS1485597329,256739,EUR
XS1485748393,9682,EUR
XS1486520403,5273,EUR
XS1487315860,4615,EUR
XS1487495316,25925,EUR
XS1488494987,6130,EUR
XS1489184900,25262,EUR
XS1490137418,16214,EUR
XS1490152565,17521,EUR
XS1490153886,13593,EUR
XS1490640288,25826,EUR
XS1490726590,50365,EUR
XS1492457665,276066,EUR
XS1492458044,385381,EUR
XS1492580516,10637,EUR
XS1492822033,5109,EUR
XS1492825481,47742,EUR
XS1493320656,110533,EUR
XS1493322355,12205,EUR
XS1493333717,73139,EUR
XS1493724584,344187,EUR
XS1495373505,34164,EUR
XS1495631993,518762,EUR
XS1496344794,25261,EUR
XS1497527736,7007,EUR
XS1498935391,17382,EUR
XS1499574991,36154,EUR
XS1499594916,553009,EUR
XS1500337644,20082,EUR
XS1500600280,9926,EUR
XS1501166869,10362,EUR
XS1501367921,254638,EUR
XS1501561739,4365,EUR
XS1502534461,12422,EUR
XS1503131713,63562,EUR
XS1505132602,85313,EUR
XS1505554771,239437,EUR
XS1505568136,48061,EUR
XS1505573482,197520,EUR
XS1505573995,4686,EUR
XS1505884723,16194,EUR
XS1505890530,10121,EUR
XS1506604161,124790,EUR
XS1506615282,12126,EUR
XS1508351357,172525,EUR
XS1508377584,1008431,EUR
XS1508404651,74216,EUR
XS1508450688,882741,EUR
XS1508831051,158881,EUR
XS1509003361,123647,EUR
XS1509006380,296777,EUR
XS1509009483,37542,EUR
XS1509942923,16983,EUR
XS1511589605,7903,EUR
XS1511787589,588465,EUR
XS1511793124,72969,EUR
XS1511904564,222978,EUR
XS1512670412,7895,EUR
XS1512677003,338874,EUR
XS1512827095,96436,EUR
XS1513055555,128647,EUR
XS1514010310,396485,EUR
XS1515173315,153273,EUR
XS1515222468,27400,EUR
XS1516271290,25190,EUR
XS1517196272,25110,EUR
XS1518684102,18862,EUR
XS1518704900,58358,EUR
XS1520897163,263841,EUR
XS1520907814,54060,EUR
XS1523136247,290368,EUR
XS1523192588,8567,EUR
XS1523250295,12900,EUR
XS1525358054,17634,EUR
XS1527192485,77068,EUR
XS1527556192,12918,EUR
XS1527737495,50960,EUR
XS1527758145,102745,EUR
XS1528093799,10763,EUR
XS1528141788,87198,EUR
XS1529515584,177453,EUR
XS1529559525,12681,EUR
XS1529684695,12806,EUR
XS1529838085,5505,EUR
XS1529880368,25313,EUR
XS1531174388,289903,EUR
XS1531306717,4848,EUR
XS1531347661,68899,EUR
XS1531570221,11481,EUR
XS1532765879,25598,EUR
XS1532779748,87792,EUR
XS1532877757,10386,EUR
XS1533914591,7010,EUR
XS1533918584,25261,EUR
XS1533922263,27257,EUR
XS1533922776,10019,EUR
XS1533928971,25603,EUR
XS1538284230,152359,EUR
XS1548410080,75670,EUR
XS1548436473,49849,EUR
XS1548444816,52230,EUR
XS1548458014,75502,EUR
XS1548493946,139199,EUR
XS1548533329,30679,EUR
XS1548802914,10118,EUR
XS1549372420,96037,EUR
XS1550134602,32831,EUR
XS1550143421,25343,EUR
XS1550203183,25282,EUR
XS1550951138,323196,EUR
XS1550951211,64767,EUR
XS1550951641,7643,EUR
XS1550988643,6693,EUR
XS1551068676,263231,EUR
XS1551306951,9586,EUR
XS1551446880,37501,EUR
XS1551677260,108617,EUR
XS1551917245,24971,EUR
XS1551917591,98191,EUR
XS1553210672,139449,EUR
XS1554373164,58385,EUR
XS1554456613,17476,EUR
XS1555094066,17699,EUR
XS1555147369,12844,EUR
XS1555575320,17864,EUR
XS1555774014,7571,EUR
XS1557095459,25328,EUR
XS1557095616,86609,EUR
XS1558013014,42431,EUR
XS1558013360,7567,EUR
XS1558472129,133741,EUR
XS1558491855,20235,EUR
XS1560853670,153264,EUR
XS1560863554,7637,EUR
XS1560863802,707949,EUR
XS1560991637,26199,EUR
XS1562614831,5303,EUR
XS1562623584,32380,EUR
XS1565074744,25298,EUR
XS1565570212,76667,EUR
XS1566101603,75475,EUR
XS1566992415,25303,EUR
XS1567174286,255211,EUR
XS1567447609,12813,EUR
XS1567901761,12693,EUR
XS1568874983,20079,EUR
XS1569741884,48177,EUR
XS1569845404,12539,EUR
XS1569896498,25369,EUR
XS1570260460,156741,EUR
XS1571293684,25357,EUR
XS1571298139,16366,EUR
XS1573192058,12573,EUR
XS1573958409,25131,EUR
XS1574158082,12655,EUR
XS1575474371,11267,EUR
XS1575640054,75742,EUR
XS1575979148,10780,EUR
XS1576220484,12654,EUR
XS1576650813,25293,EUR
XS1576819079,245205,EUR
XS1576837725,98777,EUR
XS1577586321,37440,EUR
XS1577731604,39045,EUR
XS1577747782,80193,EUR
XS1577947440,3028,EUR
XS1577948174,7494,EUR
XS1577949149,2606,EUR
XS1577951129,144804,EUR
XS1577951715,4960,EUR
XS1577953760,18826,EUR
XS1577954149,3036,EUR
XS1577960203,105434,EUR
XS1577963058,2170,EUR
XS1578127778,310793,EUR
XS1580388384,1252,EUR
XS1580476759,5046,EUR
XS1582205040,67128,EUR
XS1584122177,55130,EUR
XS1584122680,20375,EUR
XS1584122763,160838,EUR
XS1585010074,58639,EUR
XS1586337872,5107,EUR
XS1586555606,12583,EUR
XS1586555861,27210,EUR
XS1586555945,528719,EUR
XS1587905727,7756,EUR
XS1587911451,258169,EUR
XS1588061777,109055,EUR
XS1588411188,25517,EUR
XS1589806907,375803,EUR
XS1589881785,99744,EUR
XS1590067432,2559,EUR
XS1590565112,25500,EUR
XS1590568132,102400,EUR
XS1591694481,50063,EUR
XS1591781452,250240,EUR
XS1592881020,10121,EUR
XS1594335363,14166,EUR
XS1594364033,682220,EUR
XS1598757760,14894,EUR
XS1599275630,5048,EUR
XS1600514696,7907,EUR
XS1600704982,12945,EUR
XS1600824962,9937,EUR
XS1603892149,802719,EUR
XS1605600532,8219,EUR
XS1608619679,167785,EUR
XS1612542826,14340,EUR
XS1612543121,705484,EUR
XS1612543394,401634,EUR
XS1612958253,278498,EUR
XS1613238457,25322,EUR
XS1614198262,341865,EUR
XS1614202049,50725,EUR
XS1614416193,249721,EUR
XS1614722806,12414,EUR
XS1615079974,371120,EUR
XS1615085781,50514,EUR
XS1615085864,594472,EUR
XS1616411119,641286,EUR
XS1617830721,1073566,EUR
XS1617845083,26203,EUR
XS1617845679,540958,EUR
XS1617898363,10084,EUR
XS1619312173,30650,EUR
XS1619312686,774341,EUR
XS1619644500,281019,EUR
XS1619861864,89042,EUR
XS1621087516,6581,EUR
XS1622193321,101638,EUR
XS1622193750,9033,EUR
XS1622421722,86105,EUR
XS1622621222,496240,EUR
XS1622624242,31713,EUR
XS1622630132,7307,EUR
XS1623355457,12212,EUR
XS1623404412,241947,EUR
XS1623615546,9959,EUR
XS1623616783,85584,EUR
XS1624344542,49713,EUR
XS1626109968,630366,EUR
XS1626600040,692036,EUR
XS1627343186,50552,EUR
XS1627602201,686772,EUR
XS1629658755,4755,EUR
XS1629774230,20871,EUR
XS1629866432,322560,EUR
XS1629969327,16612,EUR
XS1632767718,47034,EUR
XS1632897929,7626,EUR
XS1634361833,3768,EUR
XS1637162592,449126,EUR
XS1637277572,272009,EUR
XS1637329639,62723,EUR
XS1637333748,557438,EUR
XS1637863546,655321,EUR
XS1637863629,21149,EUR
XS1638816089,126476,EUR
XS1639490918,5792,EUR
XS1640492648,27852,EUR
XS1640492994,60203,EUR
XS1640827843,412337,EUR
XS1641623381,160529,EUR
XS1642700766,2800,EUR
XS1642738816,16771,EUR
XS1642816554,6288,EUR
XS1645722262,21424,EUR
XS1646530565,10235,EUR
XS1647100848,3129,EUR
XS1647814968,6112,EUR
XS1647824173,4952,EUR
XS1648298559,25447,EUR
XS1648303813,7607,EUR
XS1648462023,434646,EUR
XS1649193403,29314,EUR
XS1650590349,12340,EUR
XS1651071950,652614,EUR
XS1651072099,57876,EUR
XS1652512457,17094,EUR
XS1652855815,37005,EUR
XS1654192274,439348,EUR
XS1664627467,605010,EUR
XS1664644710,5193,EUR
XS1664644983,474840,EUR
XS1672151492,767240,EUR
XS1673102734,24560,EUR
XS1673620016,17029,EUR
XS1675764945,19167,EUR
XS1676933937,91171,EUR
XS1677912393,101450,EUR
XS1678372472,9938,EUR
XS1678966935,62054,EUR
XS1678970291,475772,EUR
XS1679781424,4865,EUR
XS1680281133,14590,EUR
XS1681050610,189667,EUR
XS1681518962,17858,EUR
XS1681520356,211917,EUR
XS1681520786,23425,EUR
XS1681521081,513713,EUR
XS1681770464,4705,EUR
XS1682538183,309679,EUR
XS1684269332,136896,EUR
XS1684385161,9346,EUR
XS1684785774,37551,EUR
XS1684813493,4681,EUR
XS1684831982,47493,EUR
XS1685542497,11777,EUR
XS1685589027,163321,EUR
XS1685653211,609707,EUR
XS1685702794,1628,EUR
XS1686846061,366174,EUR
XS1687277985,7181,EUR
XS1689185426,256330,EUR
XS1689535000,615557,EUR
XS1689540935,245609,EUR
XS1689739347,10783,EUR
XS1690133811,2521,EUR
XS1690644668,10216,EUR
XS1690669574,328357,EUR
XS1691349796,15295,EUR
XS1691349952,31257,EUR
XS1691781865,62205,EUR
XS1691909920,7034,EUR
XS1692332684,531669,EUR
XS1692347526,11031,EUR
XS1692878728,426608,EUR
XS1693281534,7323,EUR
XS1693281617,544798,EUR
XS1693959931,24393,EUR
XS1694219780,8000,EUR
XS1694628287,3354,EUR
XS1698063739,12053,EUR
XS1700480160,1956,EUR
XS1702729275,73930,EUR
XS1703065620,24036,EUR
XS1703900164,6151,EUR
XS1706111793,204527,EUR
XS1706202592,4081,EUR
XS1706922256,36150,EUR
XS1707074941,12606,EUR
XS1707075328,380535,EUR
XS1708161291,150751,EUR
XS1708167652,109626,EUR
XS1708335978,279819,EUR
XS1708450488,9897,EUR
XS1708450561,12513,EUR
XS1709328899,1075088,EUR
XS1710653137,2702,EUR
XS1711173218,93208,EUR
XS1711933033,8508,EUR
XS1713462403,448683,EUR
XS1713463633,5233,EUR
XS1713463716,4679,EUR
XS1713464441,9557,EUR
XS1713464524,2366,EUR
XS1713464953,4897,EUR
XS1713466222,3042,EUR
XS1713475058,12510,EUR
XS1713568811,5077,EUR
XS1716212243,8643,EUR
XS1716243719,108950,EUR
XS1716245094,137714,EUR
XS1717012014,8968,EUR
XS1717584913,159877,EUR
XS1717759499,25283,EUR
XS1718316281,415871,EUR
XS1718393439,134896,EUR
XS1718417717,359513,EUR
XS1718418103,158719,EUR
XS1718480327,32489,EUR
XS1719154574,17410,EUR
XS1720639779,15816,EUR
XS1720806774,222064,EUR
XS1720922175,14578,EUR
XS1721051495,52069,EUR
XS1721244371,71818,EUR
XS1721410725,285495,EUR
XS1721422068,342277,EUR
XS1721422902,246895,EUR
XS1721423462,98121,EUR
XS1721463500,581317,EUR
XS1721760541,68001,EUR
XS1722801708,172963,EUR
XS1722859532,12874,EUR
XS1722897623,16414,EUR
XS1724626699,7261,EUR
XS1725581190,7615,EUR
XS1725678194,168274,EUR
XS1729059862,9605,EUR
XS1729882024,457910,EUR
XS1730885073,98163,EUR
XS1730911689,6414,EUR
XS1731106347,4710,EUR
XS1731858715,12440,EUR
